scorer,,,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah
labeled-data,12C,img029690.png,145.2396191252693,103.43687030458332,157.46954166909316,123.52888591229399,145.676402073263,145.80481625997322,117.72229340166555,163.71291712771534,91.95209947003664,161.52900238774677,84.09000640614985,143.62090152000468,92.3888824180303,121.78175412031916,117.28551045367183,105.62078504455187
labeled-data,12C,img032737.png,152.22814629316863,103.0000873565896,163.1477199930114,127.8967153922311,146.11318502125673,154.1036922718537,121.21655698561526,169.39109545163356,93.2624483140178,165.02326597169647,84.9635723021373,141.00020383204242,99.37740958592971,115.2300099004135,122.96368877759008,103.0000873565896
labeled-data,12C,img034597.png,149.1706656572127,104.31043620057073,161.40058820103658,125.71280065226256,148.733882709219,149.73586279191662,122.52690582959636,166.3336148156776,94.57279715799896,165.4600489196902,85.83713819812473,144.4944674159921,99.81419253392343,117.41392464038208,125.14760351755862,105.18400209655817
labeled-data,12C,img035020.png,142.61892143730702,103.87365325257704,153.10171218915607,125.27601770426884,138.68787490536366,149.2990798439229,118.15907634965927,161.5290023877468,94.13601421000519,157.5979558558034,86.2739211461184,139.68985498806128,97.19349484596117,117.85070758837577,117.72229340166555,106.05756799254559
labeled-data,12C,img039219.png,146.54996796925045,104.74721914856445,157.90632461708688,127.45993244423738,144.36605322928185,151.04621163589775,120.77977403762154,167.64396365965874,94.5727971579989,165.4600489196902,84.09000640614985,145.80481625997322,95.00958010599263,120.03462232834431,119.03264224564666,106.49435094053928
labeled-data,12C,img042486.png,140.43500669733848,118.72427348436318,150.91779744918753,142.31055267602355,139.56144080135104,165.46004891969017,121.21655698561526,177.68997146351407,96.75671189796745,173.75892493157068,88.02105293809328,155.85082406382855,98.06706074194861,133.57489371614932,115.97516160969073,120.03462232834431
labeled-data,12C,img043608.png,147.86031681323155,102.56330440859591,156.15919282511206,121.78175412031916,144.80283617727557,140.5634208840487,122.52690582959636,156.72438995981597,96.31992894997373,156.28760701182227,88.02105293809328,136.19559140411158,101.12454137790454,114.79322695241979,122.52690582959636,103.0000873565896
labeled-data,12C,img044369.png,150.4810145011938,106.4943509405393,161.8373711490303,128.7702812882185,150.0442315532001,149.73586279191662,123.4004717255838,168.95431250363987,98.06706074194861,165.02326597169647,88.02105293809328,141.00020383204242,99.81419253392343,119.59783938035059,121.65333993360898,106.931133888533
labeled-data,12C,img048868.png,138.68787490536366,98.1954749286588,149.1706656572127,119.59783938035059,137.3775260613825,139.68985498806128,114.66481276570957,155.41404111583483,89.33140178207438,153.66690932386,81.46930871818765,133.1381107681556,94.5727971579989,109.98861452448898,114.66481276570957,98.1954749286588
labeled-data,12C,img050036.png,146.11318502125673,98.1954749286588,155.7224098771184,116.97714169238836,143.05570438530074,135.7588084561179,122.09012288160264,149.73586279191662,94.13601421000519,151.48299458389144,86.2739211461184,133.57489371614932,99.81419253392343,109.98861452448898,122.96368877759008,97.75869198066508
labeled-data,12C,img050994.png,143.05570438530074,101.68973851260847,152.66492924116235,123.9656688602877,140.43500669733848,145.80481625997322,117.28551045367183,162.4025682837342,92.82566536602408,160.65543649175936,81.03252577019387,141.87376972802983,94.13601421000519,115.2300099004135,115.97516160969073,102.12652146060219
labeled-data,12C,img055857.png,153.5384951371498,103.0000873565896,164.45806883699257,129.20706423621223,151.79136334517497,151.04621163589775,125.14760351755862,166.7703977636713,98.06706074194861,164.58648302370275,87.14748704210584,144.05768446799837,99.37740958592971,118.72427348436318,124.27403762157118,102.56330440859591
labeled-data,12C,img066667.png,150.0442315532001,103.43687030458332,159.21667346106804,127.8967153922311,147.42353386523783,150.60942868790403,123.83725467357752,165.8968318676839,96.31992894997373,165.02326597169647,87.58426999009956,145.3680333119795,95.88314600198007,121.78175412031916,119.9062081416341,105.62078504455187
labeled-data,12C,img066777.png,148.29709976122527,100.81617261662106,158.3431075650806,120.90818822433172,144.36605322928185,140.5634208840487,122.52690582959636,154.97725816784114,96.31992894997379,153.23012637586632,89.7681847300681,133.57489371614932,103.30845611787313,113.04609516044493,123.83725467357752,102.12652146060219
labeled-data,12C,img069700.png,146.11318502125673,100.81617261662106,160.52702230504914,123.0921029643003,147.42353386523783,144.93125036398578,122.09012288160264,162.8393512317279,96.31992894997373,161.5290023877468,85.83713819812468,136.6323743521053,99.37740958592971,113.91966105643237,123.83725467357752,101.25295556461478
labeled-data,12C,img075906.png,148.29709976122527,103.43687030458332,159.21667346106804,124.83923475627512,147.42353386523783,144.93125036398578,122.52690582959636,161.09221943975308,94.5727971579989,159.78187059577195,86.71070409411212,137.069157300099,98.94062663793599,115.6667928484072,121.65333993360898,103.0000873565896
labeled-data,12C,img076194.png,139.12465785335738,103.43687030458332,151.35458039718125,127.8967153922311,140.43500669733848,149.2990798439229,119.03264224564666,163.71291712771534,93.69923126201147,164.14970007570903,83.65322345815613,144.05768446799837,95.44636305398635,118.28749053636949,116.84872750567811,104.74721914856445
labeled-data,12C,img079376.png,153.10171218915607,104.74721914856445,163.58450294100513,128.7702812882185,151.79136334517497,151.91977753188516,126.02116941354606,166.77039776367133,98.06706074194861,165.02326597169647,88.02105293809328,142.31055267602355,101.12454137790454,116.54035874439464,125.58438646555234,103.43687030458332
labeled-data,12C,img085836.png,146.9867509172441,102.56330440859591,157.90632461708688,121.78175412031916,145.676402073263,141.4369867800361,125.14760351755862,154.54047521984742,101.99810727389197,152.79334342787257,92.82566536602408,134.88524256013045,103.7452390658668,113.91966105643237,122.09012288160264,104.31043620057073
labeled-data,12C,img091480.png,150.4810145011938,99.06904082464621,164.02128588899885,122.65532001630658,150.0442315532001,144.4944674159921,125.14760351755862,159.78187059577195,98.06706074194861,158.90830469978454,88.45783588608694,137.5059402480927,100.25097548191715,113.48287810843865,124.27403762157118,100.81617261662106
labeled-data,12C,img099081.png,143.05570438530074,103.43687030458332,156.59597577310578,126.14958360025625,143.92927028128818,147.11516510395435,120.34299108962782,163.27613417972162,95.00958010599263,158.90830469978454,89.7681847300681,136.19559140411158,100.68775842991082,116.54035874439464,120.77977403762154,106.05756799254559
labeled-data,12C,img099548.png,140.43500669733848,92.95407955273427,147.42353386523783,106.931133888533,137.81430900937622,123.0921029643003,120.77977403762154,134.88524256013045,97.63027779395489,134.88524256013045,91.51531652204292,120.47140527633803,102.87167316987941,102.56330440859591,120.77977403762154,92.95407955273427
labeled-data,12C,img101920.png,153.5384951371498,103.43687030458332,168.82589831692965,130.51741308019336,154.41206103313723,153.66690932386,127.76830120552088,169.39109545163356,101.99810727389197,165.8968318676839,92.82566536602408,141.8737697280298,105.49237085784168,116.10357579640092,129.078650049502,104.31043620057073
labeled-data,12C,img102014.png,154.41206103313723,106.931133888533,168.82589831692965,128.3334983402248,156.59597577310578,148.86229689592918,133.88326247743285,165.46004891969017,106.36593675382906,160.65543649175936,100.25097548191715,140.12663793605498,110.7337662337662,119.1610564323569,131.69934773746425,108.67826568050785
labeled-data,12C,img102752.png,153.5384951371498,105.18400209655817,168.389115368936,130.95419602818706,155.28562692912462,151.48299458389144,129.5154329974957,166.3336148156776,101.99810727389197,161.5290023877468,95.44636305398635,140.12663793605498,104.61880496185424,120.03462232834431,127.33151825752716,106.05756799254559
labeled-data,12C,img103611.png,152.22814629316863,106.05756799254559,163.58450294100513,128.7702812882185,153.10171218915607,148.42551394793549,130.82578184147687,163.71291712771534,102.4348902218857,158.0347388037971,97.19349484596117,136.6323743521053,108.54985149379766,116.54035874439464,126.89473530953344,106.931133888533
labeled-data,12C,img104314.png,141.74535554131958,101.25295556461478,153.97527808514351,122.65532001630658,143.92927028128818,142.74733562401724,122.09012288160264,157.16117290780969,95.88314600198007,153.66690932386,88.45783588608694,134.88524256013045,98.50384368994233,115.2300099004135,116.84872750567811,104.74721914856445
labeled-data,12C,img105889.png,147.86031681323155,98.1954749286588,157.03275872109944,117.41392464038205,144.80283617727557,135.7588084561179,122.09012288160264,150.60942868790403,98.06706074194861,148.86229689592918,89.7681847300681,131.8277619241745,101.99810727389197,110.86218042047639,122.96368877759008,100.37938966862734
labeled-data,12C,img106162.png,153.10171218915607,104.31043620057073,165.76841768097367,125.27601770426884,152.66492924116235,146.67838215596063,130.38899889348315,161.5290023877468,104.18202201386052,158.0347388037971,97.19349484596117,136.6323743521053,107.67628559781022,116.54035874439464,129.078650049502,104.74721914856445
labeled-data,12C,img108019.png,143.49248733329446,100.81617261662106,154.41206103313723,122.21853706831286,143.49248733329446,138.37950614408015,123.83725467357752,153.66690932386,98.50384368994233,152.79334342787257,89.7681847300681,134.44845961213676,98.50384368994233,114.79322695241979,119.03264224564666,102.12652146060219
labeled-data,12C,img118443.png,,,,,,,,,,,,,,,,
