scorer,,,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah,sarah
labeled-data,12C,img029690.png,145.2396191252693,103.43687030458332,157.46954166909316,123.52888591229399,145.676402073263,145.80481625997322,117.72229340166555,163.71291712771534,91.95209947003664,161.52900238774677,84.09000640614985,143.62090152000468,92.3888824180303,121.78175412031916,117.28551045367183,105.62078504455187
labeled-data,12C,img032737.png,152.22814629316863,103.0000873565896,163.1477199930114,127.8967153922311,146.11318502125673,154.1036922718537,121.21655698561526,169.39109545163356,93.2624483140178,165.02326597169647,84.9635723021373,141.00020383204242,99.37740958592971,115.2300099004135,122.96368877759008,103.0000873565896
labeled-data,12C,img034597.png,149.1706656572127,104.31043620057073,161.40058820103658,125.71280065226256,148.733882709219,149.73586279191662,122.52690582959636,166.3336148156776,94.57279715799896,165.4600489196902,85.83713819812473,144.4944674159921,99.81419253392343,117.41392464038208,125.14760351755862,105.18400209655817
labeled-data,12C,img035020.png,142.61892143730702,103.87365325257704,153.10171218915607,125.27601770426884,138.68787490536366,149.2990798439229,118.15907634965927,161.5290023877468,94.13601421000519,157.5979558558034,86.2739211461184,139.68985498806128,97.19349484596117,117.85070758837577,117.72229340166555,106.05756799254559
labeled-data,12C,img039219.png,146.54996796925045,104.74721914856445,157.90632461708688,127.45993244423738,144.36605322928185,151.04621163589775,120.77977403762154,167.64396365965874,94.5727971579989,165.4600489196902,84.09000640614985,145.80481625997322,95.00958010599263,120.03462232834431,119.03264224564666,106.49435094053928
labeled-data,12C,img042486.png,140.43500669733848,118.72427348436318,150.91779744918753,142.31055267602355,139.56144080135104,165.46004891969017,121.21655698561526,177.68997146351407,96.75671189796745,173.75892493157068,88.02105293809328,155.85082406382855,98.06706074194861,133.57489371614932,115.97516160969073,120.03462232834431
labeled-data,12C,img043608.png,147.86031681323155,102.56330440859591,156.15919282511206,121.78175412031916,144.80283617727557,140.5634208840487,122.52690582959636,156.72438995981597,96.31992894997373,156.28760701182227,88.02105293809328,136.19559140411158,101.12454137790454,114.79322695241979,122.52690582959636,103.0000873565896
labeled-data,12C,img044369.png,150.4810145011938,106.4943509405393,161.8373711490303,128.7702812882185,150.0442315532001,149.73586279191662,123.4004717255838,168.95431250363987,98.06706074194861,165.02326597169647,88.02105293809328,141.00020383204242,99.81419253392343,119.59783938035059,121.65333993360898,106.931133888533
labeled-data,12C,img048868.png,138.68787490536366,98.1954749286588,149.1706656572127,119.59783938035059,137.3775260613825,139.68985498806128,114.66481276570957,155.41404111583483,89.33140178207438,153.66690932386,81.46930871818765,133.1381107681556,94.5727971579989,109.98861452448898,114.66481276570957,98.1954749286588
labeled-data,12C,img050036.png,146.11318502125673,98.1954749286588,155.7224098771184,116.97714169238836,143.05570438530074,135.7588084561179,122.09012288160264,149.73586279191662,94.13601421000519,151.48299458389144,86.2739211461184,133.57489371614932,99.81419253392343,109.98861452448898,122.96368877759008,97.75869198066508
labeled-data,12C,img050994.png,143.05570438530074,101.68973851260847,152.66492924116235,123.9656688602877,140.43500669733848,145.80481625997322,117.28551045367183,162.4025682837342,92.82566536602408,160.65543649175936,81.03252577019387,141.87376972802983,94.13601421000519,115.2300099004135,115.97516160969073,102.12652146060219
labeled-data,12C,img055857.png,153.5384951371498,103.0000873565896,164.45806883699257,129.20706423621223,151.79136334517497,151.04621163589775,125.14760351755862,166.7703977636713,98.06706074194861,164.58648302370275,87.14748704210584,144.05768446799837,99.37740958592971,118.72427348436318,124.27403762157118,102.56330440859591
labeled-data,12C,img066667.png,150.0442315532001,103.43687030458332,159.21667346106804,127.8967153922311,147.42353386523783,150.60942868790403,123.83725467357752,165.8968318676839,96.31992894997373,165.02326597169647,87.58426999009956,145.3680333119795,95.88314600198007,121.78175412031916,119.9062081416341,105.62078504455187
labeled-data,12C,img066777.png,148.29709976122527,100.81617261662106,158.3431075650806,120.90818822433172,144.36605322928185,140.5634208840487,122.52690582959636,154.97725816784114,96.31992894997379,153.23012637586632,89.7681847300681,133.57489371614932,103.30845611787313,113.04609516044493,123.83725467357752,102.12652146060219
labeled-data,12C,img069700.png,146.11318502125673,100.81617261662106,160.52702230504914,123.0921029643003,147.42353386523783,144.93125036398578,122.09012288160264,162.8393512317279,96.31992894997373,161.5290023877468,85.83713819812468,136.6323743521053,99.37740958592971,113.91966105643237,123.83725467357752,101.25295556461478
labeled-data,12C,img075906.png,148.29709976122527,103.43687030458332,159.21667346106804,124.83923475627512,147.42353386523783,144.93125036398578,122.52690582959636,161.09221943975308,94.5727971579989,159.78187059577195,86.71070409411212,137.069157300099,98.94062663793599,115.6667928484072,121.65333993360898,103.0000873565896
labeled-data,12C,img076194.png,139.12465785335738,103.43687030458332,151.35458039718125,127.8967153922311,140.43500669733848,149.2990798439229,119.03264224564666,163.71291712771534,93.69923126201147,164.14970007570903,83.65322345815613,144.05768446799837,95.44636305398635,118.28749053636949,116.84872750567811,104.74721914856445
labeled-data,12C,img079376.png,153.10171218915607,104.74721914856445,163.58450294100513,128.7702812882185,151.79136334517497,151.91977753188516,126.02116941354606,166.77039776367133,98.06706074194861,165.02326597169647,88.02105293809328,142.31055267602355,101.12454137790454,116.54035874439464,125.58438646555234,103.43687030458332
labeled-data,12C,img085836.png,146.9867509172441,102.56330440859591,157.90632461708688,121.78175412031916,145.676402073263,141.4369867800361,125.14760351755862,154.54047521984742,101.99810727389197,152.79334342787257,92.82566536602408,134.88524256013045,103.7452390658668,113.91966105643237,122.09012288160264,104.31043620057073
labeled-data,12C,img091480.png,150.4810145011938,99.06904082464621,164.02128588899885,122.65532001630658,150.0442315532001,144.4944674159921,125.14760351755862,159.78187059577195,98.06706074194861,158.90830469978454,88.45783588608694,137.5059402480927,100.25097548191715,113.48287810843865,124.27403762157118,100.81617261662106
labeled-data,12C,img099081.png,143.05570438530074,103.43687030458332,156.59597577310578,126.14958360025625,143.92927028128818,147.11516510395435,120.34299108962782,163.27613417972162,95.00958010599263,158.90830469978454,89.7681847300681,136.19559140411158,100.68775842991082,116.54035874439464,120.77977403762154,106.05756799254559
labeled-data,12C,img099548.png,140.43500669733848,92.95407955273427,147.42353386523783,106.931133888533,137.81430900937622,123.0921029643003,120.77977403762154,134.88524256013045,97.63027779395489,134.88524256013045,91.51531652204292,120.47140527633803,102.87167316987941,102.56330440859591,120.77977403762154,92.95407955273427
labeled-data,12C,img101920.png,153.5384951371498,103.43687030458332,168.82589831692965,130.51741308019336,154.41206103313723,153.66690932386,127.76830120552088,169.39109545163356,101.99810727389197,165.8968318676839,92.82566536602408,141.8737697280298,105.49237085784168,116.10357579640092,129.078650049502,104.31043620057073
labeled-data,12C,img102014.png,154.41206103313723,106.931133888533,168.82589831692965,128.3334983402248,156.59597577310578,148.86229689592918,133.88326247743285,165.46004891969017,106.36593675382906,160.65543649175936,100.25097548191715,140.12663793605498,110.7337662337662,119.1610564323569,131.69934773746425,108.67826568050785
labeled-data,12C,img102752.png,153.5384951371498,105.18400209655817,168.389115368936,130.95419602818706,155.28562692912462,151.48299458389144,129.5154329974957,166.3336148156776,101.99810727389197,161.5290023877468,95.44636305398635,140.12663793605498,104.61880496185424,120.03462232834431,127.33151825752716,106.05756799254559
labeled-data,12C,img103611.png,152.22814629316863,106.05756799254559,163.58450294100513,128.7702812882185,153.10171218915607,148.42551394793549,130.82578184147687,163.71291712771534,102.4348902218857,158.0347388037971,97.19349484596117,136.6323743521053,108.54985149379766,116.54035874439464,126.89473530953344,106.931133888533
labeled-data,12C,img104314.png,141.74535554131958,101.25295556461478,153.97527808514351,122.65532001630658,143.92927028128818,142.74733562401724,122.09012288160264,157.16117290780969,95.88314600198007,153.66690932386,88.45783588608694,134.88524256013045,98.50384368994233,115.2300099004135,116.84872750567811,104.74721914856445
labeled-data,12C,img105889.png,147.86031681323155,98.1954749286588,157.03275872109944,117.41392464038205,144.80283617727557,135.7588084561179,122.09012288160264,150.60942868790403,98.06706074194861,148.86229689592918,89.7681847300681,131.8277619241745,101.99810727389197,110.86218042047639,122.96368877759008,100.37938966862734
labeled-data,12C,img106162.png,153.10171218915607,104.31043620057073,165.76841768097367,125.27601770426884,152.66492924116235,146.67838215596063,130.38899889348315,161.5290023877468,104.18202201386052,158.0347388037971,97.19349484596117,136.6323743521053,107.67628559781022,116.54035874439464,129.078650049502,104.74721914856445
labeled-data,12C,img108019.png,143.49248733329446,100.81617261662106,154.41206103313723,122.21853706831286,143.49248733329446,138.37950614408015,123.83725467357752,153.66690932386,98.50384368994233,152.79334342787257,89.7681847300681,134.44845961213676,98.50384368994233,114.79322695241979,119.03264224564666,102.12652146060219
labeled-data,12C,img118443.png,,,,,,,,,,,,,,,,
labeled-data,26C,img000007.png,,,,,,,,,,,,,,,,
labeled-data,26C,img000800.png,146.33703628210355,66.234610680799,183.0268039135753,114.6447207501019,162.64359967386878,169.1697920913167,108.11852833265391,206.8787199347737,54.103037097431695,198.72543823889114,32.19109253974722,157.4494496534855,49.51681614349775,102.92437831227062,89.77364451691807,72.3495719527109
labeled-data,26C,img003373.png,125.9538320423971,96.80941704035871,149.39451691805954,120.7596820220138,142.26039543416232,152.86322869955154,114.23348960456582,173.24643293925803,81.62036282103549,171.20811251528738,66.84253974724828,148.78658785161022,74.99582144313081,116.68304117407251,94.35986547085201,100.37647778230735
labeled-data,26C,img004199.png,123.91551161842642,95.7902568283734,146.33703628210355,118.21178149205048,140.22207501019165,147.76742763962494,114.23348960456588,167.13147166734606,86.20658377496937,167.64105177333875,68.37128006522624,142.16204647370563,74.99582144313086,118.21178149205053,95.37902568283732,101.90521810028531
labeled-data,26C,img007632.png,129.52089278434573,95.7902568283734,149.39451691805954,121.77884223399917,141.7508153281696,151.33448838157355,115.25264981655113,171.71769262128004,83.6586832450061,172.2272727272727,67.86169995923359,151.33448838157355,73.4670811251529,119.23094170403584,97.92692621280065,99.8668976763147
labeled-data,26C,img011402.png,127.99215246636771,94.26151651039538,142.76997554015492,120.25010191602115,132.57837342030172,145.72910721565427,108.11852833265391,162.03567060741946,80.60120260905018,158.46860986547082,69.39044027721155,133.4991846718304,78.5628821850795,110.0584997961679,103.02272727272731,95.7902568283734
labeled-data,26C,img012724.png,132.06879331430906,93.24235629841007,147.86577660008157,119.7405218100285,136.655014268243,145.72910721565427,112.19516918059514,164.0739910313901,82.12994292702814,161.52609050142678,69.90002038320415,134.00876477782305,80.09162250305747,110.0584997961679,105.06104769669793,94.77109661638804
labeled-data,26C,img019277.png,127.48257236037506,81.52201386057885,149.9040970240522,111.07766000815326,137.16459437423566,146.23868732164692,106.58978801467589,167.13147166734606,73.9766612311455,165.60273134936807,57.67009783938033,140.123726049735,67.35211985324094,107.00101916021191,93.3407052588667,87.63697513249076
labeled-data,26C,img019433.png,138.18375458622097,86.61781492050545,166.72024052181013,115.66388096208715,157.03821850794947,157.95902975947814,122.89635140644111,183.94761516510394,88.7544843049327,184.96677537708925,64.29463921728495,165.09315124337542,69.39044027721155,115.6638809620872,96.39818589482269,91.71361598043205
labeled-data,26C,img020957.png,122.38677130044846,84.57949449653483,135.6358540562577,104.9626987362413,126.46341214838975,127.89380350591108,103.02272727272725,146.74826742763958,71.93834080717488,149.80574806359556,61.23715858132897,127.89380350591108,72.44792091316754,104.45311863024864,93.3407052588667,88.65613534447613
labeled-data,26C,img023699.png,127.48257236037506,94.26151651039538,144.8082959641256,119.23094170403584,135.126273950265,145.72910721565427,112.70474928658791,164.07399103139008,85.18742356298412,164.0739910313901,69.39044027721155,147.25784753363226,74.99582144313086,116.68304117407251,96.39818589482269,98.33815735833667
labeled-data,26C,img028257.png,122.38677130044846,91.2040358744394,140.7316551161843,114.6447207501019,131.55921320831635,142.67162657969828,106.58978801467595,162.03567060741946,79.07246229107216,163.05483081940477,64.29463921728495,146.23868732164692,69.39044027721155,115.15430085609455,92.83112515287405,95.7902568283734
labeled-data,26C,img029512.png,129.01131267835308,92.73277619241742,145.31787607011825,117.70220138605782,138.18375458622097,142.16204647370563,115.76222992254384,161.01651039543412,86.71616388096209,161.52609050142678,71.42876070118223,138.59498573175694,81.11078271504283,111.58724011414586,100.98440684875663,95.7902568283734
labeled-data,26C,img037429.png,135.126273950265,89.16571545046878,159.07653893192008,119.23094170403579,149.9040970240522,151.8440684875662,122.89635140644111,174.26559315124334,88.24490419894005,176.30391357521398,65.82337953526292,152.3536485935589,74.48624133713821,115.15430085609455,97.417346106808,92.73277619241742
labeled-data,26C,img042976.png,123.40593151243377,78.97411333061552,141.7508153281696,103.94353852425598,128.50173257236042,131.97044435385237,103.53230737871996,152.35364859355886,74.48624133713821,157.4494496534855,55.122197309417004,135.537505095801,62.25631879331422,108.02017937219728,86.20658377496943,84.57949449653483
labeled-data,26C,img047714.png,138.18375458622097,92.22319608642476,157.03821850794947,114.13514064410919,149.9040970240522,142.6716265796983,125.44425193640444,164.0739910313901,94.35986547085201,167.64105177333875,73.9766612311455,141.14288626172032,84.16826335099876,111.07766000815326,109.13768854463922,92.73277619241742
labeled-data,26C,img052003.png,145.31787607011825,92.73277619241742,163.15317977986143,113.11598043212388,158.5669588259275,147.7674276396249,134.61669384427233,169.1697920913167,99.45566653077867,171.20811251528735,79.58204239706475,147.25784753363226,89.26406441092541,113.62556053811653,113.21432939258051,95.79025682837334
labeled-data,26C,img053789.png,126.9729922543824,81.52201386057885,147.35619649408892,104.9626987362413,134.10711373827962,136.55666530778637,110.66642886261718,155.9207093355075,79.58204239706481,159.48777007745613,60.727578475336315,137.06624541377903,68.8808601712189,105.9818589482266,94.35986547085207,86.1082348145128
labeled-data,26C,img055372.png,126.9729922543824,80.50285364859349,147.86577660008157,106.49143905421926,140.7316551161843,133.4991846718304,115.25264981655118,158.46860986547082,80.09162250305747,164.58357113738276,58.6892580513657,138.594985731757,67.86169995923353,105.47227884223395,92.83112515287405,87.1273950264981
labeled-data,26C,img055509.png,130.0304728903384,85.08907460252749,150.4136771300449,107.00101916021197,147.35619649408892,136.55666530778632,123.91551161842642,161.52609050142678,88.24490419894005,169.1697920913167,64.80421932327761,146.23868732164692,70.40960048919692,112.09682022013857,97.417346106808,90.18487566245409
labeled-data,26C,img063128.png,132.06879331430906,85.08907460252749,158.5669588259275,110.0584997961679,153.98073787199354,143.69078679168362,127.48257236037506,169.6793721973094,91.81196494088869,175.79433346922133,65.31379942927026,152.86322869955154,70.40960048919692,115.15430085609455,96.39818589482269,93.24235629841007
labeled-data,26C,img064928.png,123.91551161842642,86.61781492050545,140.7316551161843,111.0776600081532,131.55921320831635,138.08540562576428,106.58978801467595,156.93986954749283,77.54372197309414,159.48777007745613,63.275479005299644,135.02792498980835,70.91918059518957,111.58724011414591,91.81196494088869,93.24235629841007
labeled-data,26C,img066732.png,134.61669384427233,92.22319608642476,152.45199755401552,113.11598043212388,147.86577660008157,139.10456583774965,125.44425193640444,161.52609050142678,91.81196494088869,165.60273134936807,72.44792091316754,141.65246636771298,81.62036282103549,111.58724011414591,104.55146759070527,93.24235629841007
labeled-data,26C,img071554.png,130.54005299633104,88.65613534447613,152.45199755401552,109.54891969017524,146.33703628210355,140.12372604973496,119.83887077048513,165.60273134936807,86.71616388096209,169.1697920913167,64.29463921728495,146.7482674276396,70.40960048919686,114.64472075010184,97.417346106808,92.73277619241742
labeled-data,26C,img072039.png,132.06879331430906,87.63697513249076,151.94241744802287,110.0584997961679,142.76997554015497,140.12372604973496,117.2909702405218,159.48777007745613,85.18742356298412,162.54525071341212,67.86169995923359,140.6333061557276,76.01498165511617,106.49143905421926,100.47482674276398,90.69445576844674
labeled-data,26C,img072247.png,132.57837342030172,94.26151651039538,153.47115776600083,116.17346106807986,144.8082959641256,145.2195271096616,125.44425193640438,163.05483081940477,95.37902568283732,165.09315124337542,77.03414186710148,144.20036689767628,81.62036282103549,118.21178149205053,103.02272727272731,98.33815735833667
labeled-data,26C,img073960.png,134.61669384427233,91.71361598043205,151.4328373420302,114.6447207501019,142.76997554015497,140.123726049735,122.89635140644111,157.95902975947814,94.35986547085201,160.50693028944147,73.46708112515284,140.12372604973496,81.11078271504277,110.5680799021606,102.5131471667346,94.77109661638804
labeled-data,26C,img075021.png,134.10711373827968,92.22319608642476,150.92325723603756,116.17346106807986,142.26039543416232,144.20036689767628,116.27181002853649,165.09315124337544,88.75448430493276,165.60273134936807,70.40960048919692,146.74826742763958,76.01498165511617,115.6638809620872,97.92692621280065,95.7902568283734
labeled-data,26C,img075398.png,127.99215246636771,87.63697513249076,147.35619649408892,110.0584997961679,138.69333469221363,137.57582551977168,115.25264981655118,158.46860986547082,86.71616388096209,162.54525071341212,66.84253974724828,142.16204647370563,72.95750101916025,112.09682022013857,97.417346106808,93.24235629841007
labeled-data,26C,img076433.png,126.46341214838975,85.59865470852014,154.99989808397885,106.49143905421926,151.43283734203027,139.1045658377497,124.42509172441908,165.60273134936807,87.22574398695474,171.20811251528738,65.82337953526292,145.72910721565427,71.93834080717488,113.11598043212388,96.90776600081534,92.73277619241742
labeled-data,26C,img086861.png,142.76997554015492,94.77109661638804,165.70108030982476,116.68304117407251,162.13401956787612,152.35364859355886,135.126273950265,179.36139421116997,90.79280472890338,181.90929474113327,72.44792091316754,149.2961679576029,81.11078271504277,118.72136159804319,110.15684875662453,98.33815735833667
labeled-data,26C,img087338.png,130.0304728903384,92.73277619241742,147.35619649408892,114.64472075010184,139.712494904199,141.65246636771298,117.80055034651446,163.0548308194048,91.81196494088874,165.09315124337542,71.42876070118223,142.67162657969828,76.52456176110883,115.15430085609455,99.96524663677133,97.82857725234402
labeled-data,26C,img089821.png,127.48257236037506,92.22319608642476,152.96157766000817,113.11598043212388,149.39451691805954,145.72910721565427,127.48257236037506,171.71769262128004,90.28322462291072,180.38055442315527,63.7850591112923,154.9015491235222,68.37128006522624,119.74052181002844,93.3407052588667,97.31899714635136
labeled-data,26C,img090910.png,128.50173257236042,82.0315939665715,154.4903179779862,105.9818589482266,147.86577660008157,139.6141459437423,122.89635140644111,166.6218915613534,84.67784345699141,171.71769262128004,60.21799836934366,138.08540562576434,66.84253974724828,111.0776600081532,91.81196494088874,89.67529555646144
labeled-data,26C,img091157.png,130.0304728903384,94.77109661638804,148.37535670607423,112.60640032613122,144.29871585813294,141.14288626172032,121.36761108846315,165.60273134936807,90.28322462291072,168.66021198532405,72.95750101916025,147.25784753363226,76.52456176110888,118.21178149205053,98.94608642478596,99.35731757032198
labeled-data,26C,img095951.png,134.10711373827968,94.26151651039538,153.98073787199354,114.13514064410919,149.39451691805954,143.18120668569097,125.44425193640444,165.60273134936807,90.28322462291072,167.13147166734606,71.42876070118223,137.57582551977168,83.6586832450061,110.56807990216055,104.55146759070527,94.77109661638804
labeled-data,26C,img101145.png,133.59753363228702,89.67529555646144,156.52863840195687,111.58724011414591,151.4328373420302,143.18120668569094,124.93467183041179,169.1697920913167,88.75448430493276,173.75601304525068,67.35211985324094,149.2961679576029,72.95750101916019,118.21178149205053,96.39818589482263,95.28067672238069
labeled-data,26C,img102541.png,127.99215246636771,90.69445576844674,149.39451691805954,111.07766000815326,143.27955564614763,138.594985731757,120.85803098247044,161.52609050142678,94.35986547085201,165.09315124337542,73.9766612311455,143.18120668569094,78.5628821850795,115.6638809620872,100.98440684875663,97.82857725234402
labeled-data,26C,img104695.png,137.16459437423566,82.0315939665715,164.68192009783945,109.03933958418258,159.07653893192008,141.1428862617203,129.01131267835302,169.6793721973094,88.2449041989401,176.30391357521398,64.2946392172849,148.78658785161025,72.44792091316754,109.03933958418258,100.98440684875663,88.14655523848342
labeled-data,26C,img109233.png,134.61669384427233,83.05075417855682,155.5094781899715,103.43395841826333,151.43283734203015,138.0854056257643,124.42509172441913,166.11231145536075,88.75448430493276,172.73685283326535,62.256318793314335,147.25784753363226,68.37128006522624,112.60640032613122,93.85028536485936,88.14655523848342
